date,source,target,ip,referrer,agent
"2025-11-09 17:44:23",/program/defensive-driving/,https://www.esc.org/program/eversafe-25/,143.105.53.24,https://www.esc.org/defensive-driving/winter-driving/?utm_source=google&utm_campaign=21951985128&utm_content=&utm_term=&utm_medium=&gad_source=1&gad_campaignid=21962280232&gbraid=0AAAAAC3eE1DR8csG_ZSJyo9R36rbkjpVJ&gclid=CjwKCAiAlMHIBhAcEiwAZhZBUvhWDmWvsfo,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
"2025-11-09 17:54:43",/florida-pilot-car-certification-and-training/,/idaho-flagger-classes/,40.84.221.221,,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot"
"2025-11-09 17:59:17",/program/flagger/federal-2023-mutcd/,/program/flagger/online-mutcd-flagger/,174.244.80.93,https://www.esc.org/witpac-pre-class-information/,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36"
"2025-11-09 18:01:19",/program/eversafe/online/,https://www.esc.org/program/defensive-driving/online-course/,20.15.133.162,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36 Edg/112.0.1722.68"
"2025-11-09 18:01:21",/program/defensive-driving/online-course/,https://www.esc.org/program/eversafe-25/eversafe-online-25/,20.15.133.162,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36 Edg/112.0.1722.68"
"2025-11-09 18:01:30",/program/entrenamiento-en-forklift/,/program/entrenamiento-de-forklift/,20.15.133.174,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36 Edg/112.0.1722.68"
"2025-11-09 18:33:20",/program/entrenamiento-en-forklift/,/program/entrenamiento-de-forklift/,108.241.232.247,https://www.esc.org/,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36"
"2025-11-09 18:33:31",/faqs/,/faq,108.241.232.247,https://www.esc.org/,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36"
"2025-11-09 18:33:31",/faqs,/faq,108.241.232.247,https://www.esc.org/,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36"
"2025-11-09 19:26:47","/replacement-cards/?rep=Flagger certification replacement card",https://forms.zohopublic.com/evergreensafetycouncil1/form/Replacementcardrequestform/formperma/lbT9UBJY-nL3mPiOsgLuKoLKfQdUFQblsxk_dhp1tPQ?rep=Flagger+certification+replacement+card,52.167.144.222,,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
"2025-11-09 20:28:32",/program/defensive-driving/online-course/?nocache=1739063031,https://www.esc.org/program/eversafe-25/eversafe-online-25/?nocache=1739063031,52.167.144.208,,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
"2025-11-09 20:30:31",/program/forklift/,/program/forklift-training/,4.151.241.248,,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot"
"2025-11-09 20:38:36",/about/related-article/pilot-car-reciprocity?_ga=2.225536089.2147022120.1762749264-746906802.1761954075,https://www.esc.org/pilot-car/pilot-car-reciprocity/?_ga=2.225536089.2147022120.1762749264-746906802.1761954075,174.224.195.225,https://esc.arlo.co/,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36"
"2025-11-09 21:10:20",/about/related-article/certification/,https://www.esc.org/pilot-car/pilot-escort-vehicle-operator-certification/,66.249.79.3,,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.122 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
"2025-11-09 21:30:20",/program/defensive-driving/cmv-driver-safety/,https://www.esc.org/program/eversafe-25/utility-vehicle/,45.78.211.86,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36"
"2025-11-09 21:34:09",/program/defensive-driving/online-course/?nocache=1738455126,https://www.esc.org/program/eversafe-25/eversafe-online-25/?nocache=1738455126,40.77.167.68,,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
"2025-11-09 21:42:49",/about/related-article/breathing-outside-the-box/,https://www.esc.org/defensive-driving/breathing-outside-the-box/,72.14.199.97,,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.122 Mobile Safari/537.36 (compatible; AdsBot-Google-Mobile; +http://www.google.com/mobile/adsbot.html)"
"2025-11-09 21:59:59",/about/related-article/outside/,https://www.esc.org/pilot-car/pilot-car-operator-training-now-online/,147.135.253.34,,"Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)"
"2025-11-09 22:02:34",/program/pilot-car/colorado-online/,https://www.esc.org/colorado-pilot-car-certification-and-training/,104.196.163.46,https://www.esc.org,"WPMU DEV Broken Link Checker Local Engine"
"2025-11-09 22:04:47",/program/defensive-driving/online-course/,https://www.esc.org/program/eversafe-25/eversafe-online-25/,72.14.199.96,,"AdsBot-Google (+http://www.google.com/adsbot.html)"
"2025-11-09 22:08:47",/program/entrenamiento-en-forklift/,/program/entrenamiento-de-forklift/,72.222.188.30,https://www.esc.org/?utm_source=google&utm_campaign=18494062527&utm_content=143133052218&utm_term=nscsafetycouncil&utm_medium=625762008903&gad_source=1&gad_campaignid=18494062527&gbraid=0AAAAAC3eE1AKQHSTBqNmxGaVrudBvmb8a&gclid=CjwKCAiAlMHIBhAcEiwAZhZBUrv1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
"2025-11-09 22:12:47",/program/eversafe/instructor,/program/defensive-driving/instructor,17.241.75.77,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15 (Applebot/0.1; +http://www.apple.com/go/applebot)"
"2025-11-09 22:15:58",/workplace-safety/forklift-training/,https://evergreensafe.wpengine.com/courses/courses_ws_operator/,17.22.253.56,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15 (Applebot/0.1; +http://www.apple.com/go/applebot)"
"2025-11-09 22:32:22",/pilot-car/p-evo-supplies/,/pilot-car/pevo-supplies/,159.138.149.213,https://www.esc.org/pilot-car/p-evo-supplies/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
"2025-11-09 22:48:57",/program/on-site-training/,/program/private-training/,67.183.55.32,https://www.esc.org/program/private-training/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36"
"2025-11-09 23:10:00",/program/defensive-driving/eversafe-driving-program-on-site-training/?nocache=1719250730,https://www.esc.org/program/eversafe-25/?nocache=1719250730,40.77.167.25,,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
"2025-11-09 23:11:58",/program/flagger/federal-2023-mutcd/,/program/flagger/online-mutcd-flagger/,104.196.163.46,https://www.esc.org,"WPMU DEV Broken Link Checker Local Engine"
"2025-11-09 23:21:57",/program/eversafe/online/,https://www.esc.org/program/defensive-driving/online-course/,104.196.163.46,https://www.esc.org,"WPMU DEV Broken Link Checker Local Engine"
"2025-11-09 23:21:57",/program/defensive-driving/online-course/,https://www.esc.org/program/eversafe-25/eversafe-online-25/,104.196.163.46,https://www.esc.org,"WPMU DEV Broken Link Checker Local Engine"
"2025-11-09 23:38:15",/program/pilot-car/colorado-online/,https://www.esc.org/colorado-pilot-car-certification-and-training/,136.243.228.195,,"Mozilla/5.0 (compatible; DataForSeoBot/1.0; +https://dataforseo.com/dataforseo-bot)"
"2025-11-09 23:39:22",/program/forklift/,/program/forklift-training/,136.243.228.195,,"Mozilla/5.0 (compatible; DataForSeoBot/1.0; +https://dataforseo.com/dataforseo-bot)"
"2025-11-09 23:48:07",/program/defensive-driving/online-course/,https://www.esc.org/program/eversafe-25/eversafe-online-25/,136.243.228.195,,"Mozilla/5.0 (compatible; DataForSeoBot/1.0; +https://dataforseo.com/dataforseo-bot)"
"2025-11-09 23:51:53",/program/eversafe,/program/defensive-driving,104.196.163.46,https://www.esc.org,"WPMU DEV Broken Link Checker Local Engine"
"2025-11-09 23:51:54",/program/defensive-driving/,https://www.esc.org/program/eversafe-25/,104.196.163.46,https://www.esc.org,"WPMU DEV Broken Link Checker Local Engine"
"2025-11-09 23:56:39",/program/pilot-car/colorado-online/,https://www.esc.org/colorado-pilot-car-certification-and-training/,67.183.24.168,https://www.esc.org/,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36"
"2025-11-09 23:56:42",/program/forklift/pdf-instructor-kit,/program/forklift/instructor-training/,136.243.228.195,,"Mozilla/5.0 (compatible; DataForSeoBot/1.0; +https://dataforseo.com/dataforseo-bot)"
"2025-11-09 23:57:01",/members/awards/,https://www.esc.org/awards/,136.243.228.195,,"Mozilla/5.0 (compatible; DataForSeoBot/1.0; +https://dataforseo.com/dataforseo-bot)"
"2025-11-09 23:57:10",/about/related-article/pilot-car-reciprocity,https://www.esc.org/pilot-car/pilot-car-reciprocity/,136.243.228.195,,"Mozilla/5.0 (compatible; DataForSeoBot/1.0; +https://dataforseo.com/dataforseo-bot)"
"2025-11-10 00:22:57",/program/entrenamiento-en-forklift/,/program/entrenamiento-de-forklift/,104.196.163.46,https://www.esc.org,"WPMU DEV Broken Link Checker Local Engine"
"2025-11-10 00:23:39",/replacement-cards/,https://forms.zohopublic.com/evergreensafetycouncil1/form/Replacementcardrequestform/formperma/lbT9UBJY-nL3mPiOsgLuKoLKfQdUFQblsxk_dhp1tPQ,44.236.138.96,,"Modern Campus CMS (Link Check)"
"2025-11-10 01:11:34",/faqs,/faq,104.196.163.46,https://www.esc.org,"WPMU DEV Broken Link Checker Local Engine"
"2025-11-10 01:11:49",/program/defensive-driving/online-course/?nocache=1740669632,https://www.esc.org/program/eversafe-25/eversafe-online-25/?nocache=1740669632,52.167.144.177,,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
"2025-11-10 01:49:11",/program/pilot-car/texas/,https://www.esc.org/texas-pilot-car-certification-and-training/,138.226.17.58,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Trailer/93.3.8652.5"
"2025-11-10 02:02:32",/membership-app-form/,https://form.jotform.com/EvergreenSafety/membership,104.196.163.46,https://www.esc.org,"WPMU DEV Broken Link Checker Local Engine"
"2025-11-10 02:08:37",/program/,https://www.esc.org/courses/,36.147.16.56,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36"
"2025-11-10 02:14:10",/program/defensive-driving/eversafe-driving-program-instructor-training/,https://www.esc.org/program/eversafe-25/eversafe-driving-program-instructor-training/,104.196.163.46,https://www.esc.org,"WPMU DEV Broken Link Checker Local Engine"
"2025-11-10 02:14:16",/contact-us,https://form.jotform.com/EvergreenSafety/contact-us,104.196.163.46,https://www.esc.org,"WPMU DEV Broken Link Checker Local Engine"
"2025-11-10 02:19:42",/program/defensive-driving/,https://www.esc.org/program/eversafe-25/,207.5.47.102,https://www.esc.org/defensive-driving/winter-driving/?utm_source=google&utm_campaign=21951985128&utm_content=&utm_term=&utm_medium=&gad_source=1&gad_campaignid=21962280232&gbraid=0AAAAAC3eE1DR8csG_ZSJyo9R36rbkjpVJ&gclid=CjwKCAiAt8bIBhBpEiwAzH1w6bcc4XIT-WB,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
"2025-11-10 02:22:26",/faqs/what-documents-must-i-submit-for-my-washington-traffic-control-supervisor-tcs-certification/?_ga=2.181578087.1981788007.1748475388-1954250944.1733850666,https://www.esc.org/faqs/tcs-work-experience-requirements/?_ga=2.181578087.1981788007.1748475388-1954250944.1733850666,104.196.163.46,https://www.esc.org,"WPMU DEV Broken Link Checker Local Engine"
"2025-11-10 02:26:31",/program/defensive-driving/online-course/,https://www.esc.org/program/eversafe-25/eversafe-online-25/,41.114.19.158,https://ads.google.com/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
"2025-11-10 02:27:33",/program/pilot-car/colorado-online/,https://www.esc.org/colorado-pilot-car-certification-and-training/,104.196.163.46,https://stagingesc.wpengine.com,"WPMU DEV Broken Link Checker Local Engine"
"2025-11-10 02:28:16",/flaggereval,https://form.jotform.com/EvergreenSafety/flagger-course-evaluation---esc,69.7.60.202,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36"
"2025-11-10 02:33:05",/pilot-car/where-can-i-use-my-pilot-car-certification/,https://www.esc.org/pilot-car/pilot-car-reciprocity/,104.196.163.46,https://www.esc.org,"WPMU DEV Broken Link Checker Local Engine"
"2025-11-10 02:48:27",/program/,https://www.esc.org/courses/,104.196.163.46,,"WP Rocket/Preload"
"2025-11-10 02:48:27",/program/,https://www.esc.org/courses/,104.196.163.46,,"WP Rocket/Preload Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13B143 Safari/601.1"
"2025-11-10 02:48:28",/program/defensive-driving/eversafe-driving-program-on-site-training/,https://www.esc.org/program/eversafe-25/,104.196.163.46,,"WP Rocket/Preload"
"2025-11-10 02:48:29",/program/defensive-driving/eversafe-driving-program-on-site-training/,https://www.esc.org/program/eversafe-25/,104.196.163.46,,"WP Rocket/Preload Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13B143 Safari/601.1"
"2025-11-10 02:48:30",/faqs/for-authorized-training-providers-approved-to-teach-the-mutcd-in-person-course-which-states-is-it-valid-in/,/faqs/mutcd-in-person-states/,104.196.163.46,,"WP Rocket/Preload"
"2025-11-10 02:48:31",/faqs/for-authorized-training-providers-approved-to-teach-the-mutcd-in-person-course-which-states-is-it-valid-in/,/faqs/mutcd-in-person-states/,104.196.163.46,,"WP Rocket/Preload Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13B143 Safari/601.1"
"2025-11-10 02:48:32",/faqs/,/faq,104.196.163.46,,"WP Rocket/Preload"
"2025-11-10 02:48:33",/faqs/,/faq,104.196.163.46,,"WP Rocket/Preload Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13B143 Safari/601.1"
"2025-11-10 02:53:51",/about/related-article/pilot-car-reciprocity,https://www.esc.org/pilot-car/pilot-car-reciprocity/,104.196.163.46,https://www.esc.org,"WPMU DEV Broken Link Checker Local Engine"
"2025-11-10 02:56:07",/program/defensive-driving/cmv-driver-safety/,https://www.esc.org/program/eversafe-25/utility-vehicle/,23.21.227.240,,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; Amazonbot/0.1; +https://developer.amazon.com/support/amazonbot) Chrome/119.0.6045.214 Safari/537.36"
"2025-11-10 03:13:07",/program/eversafe/,https://www.esc.org/program/defensive-driving,104.196.163.46,https://www.esc.org,"WPMU DEV Broken Link Checker Local Engine"
"2025-11-10 03:13:08",/program/defensive-driving/,https://www.esc.org/program/eversafe-25/,104.196.163.46,https://www.esc.org,"WPMU DEV Broken Link Checker Local Engine"
"2025-11-10 03:43:05",/program/defensive-driving/online-course/,https://www.esc.org/program/eversafe-25/eversafe-online-25/,104.196.163.46,https://www.esc.org,"WPMU DEV Broken Link Checker Local Engine"
"2025-11-10 03:58:49",/program/flagger/federal-2023-mutcd/,/program/flagger/online-mutcd-flagger/,146.75.158.140,https://www.esc.org/,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Mobile/15E148 Safari/604.1"
"2025-11-10 04:02:54",/program/defensive-driving/eversafe-driving-program-on-site-training/,https://www.esc.org/program/eversafe-25/,119.8.186.51,https://www.esc.org/program/defensive-driving/eversafe-driving-program-on-site-training/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36"
"2025-11-10 04:23:41",/faqs,/faq,47.25.144.52,https://www.esc.org/program/traffic-control-supervisor/oregon/,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.0.1 Mobile/15E148 Safari/604.1"
"2025-11-10 05:01:51",/program/on-site-training/,/program/private-training/,104.196.163.46,https://www.esc.org,"WPMU DEV Broken Link Checker Local Engine"
"2025-11-10 05:14:23",/about/related-article/winter-driving/?gad_source=1&gad_campaignid=6452119115,https://www.esc.org/defensive-driving/winter-driving?gad_source=1&gad_campaignid=6452119115,107.77.198.208,https://www.google.com/,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36"
"2025-11-10 05:32:24",/program/defensive-driving/,https://www.esc.org/program/eversafe-25/,104.196.163.46,https://www.esc.org,"WPMU DEV Broken Link Checker Local Engine"
"2025-11-10 05:33:01",/program/defensive-driving/commercial-vehicle-driver-safety-evergreen-safety-council/,/program/defensive-driving/cmv-driver-safety/,104.196.163.46,https://www.esc.org,"WPMU DEV Broken Link Checker Local Engine"
"2025-11-10 05:33:01",/program/defensive-driving/cmv-driver-safety/,https://www.esc.org/program/eversafe-25/utility-vehicle/,104.196.163.46,https://www.esc.org,"WPMU DEV Broken Link Checker Local Engine"
"2025-11-10 05:40:55",/forklift/osha-regulations-for-forklifts-powered-industrial-trucks/,/forklift/osha-regulations-for-forklifts/,3.215.59.93,,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; Amazonbot/0.1; +https://developer.amazon.com/support/amazonbot) Chrome/119.0.6045.214 Safari/537.36"
"2025-11-10 05:41:06",/about/related-article/pilot-car-high-pole/,https://www.esc.org/pilot-car/high-pole-basics/,3.232.82.72,,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; Amazonbot/0.1; +https://developer.amazon.com/support/amazonbot) Chrome/119.0.6045.214 Safari/537.36"
"2025-11-10 05:41:15",/florida-pilot-car-certification-and-training/,/idaho-flagger-classes/,3.210.114.189,,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; Amazonbot/0.1; +https://developer.amazon.com/support/amazonbot) Chrome/119.0.6045.214 Safari/537.36"
"2025-11-10 05:41:43",/about/related-article/glow-on/,https://www.esc.org/tc/glow-on,3.235.215.92,,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; Amazonbot/0.1; +https://developer.amazon.com/support/amazonbot) Chrome/119.0.6045.214 Safari/537.36"
"2025-11-10 05:53:56",/about/related-article/pilot-car-reciprocity?_ga=2.205652819.1141122787.1762781890-2035867277.1762781890,https://www.esc.org/pilot-car/pilot-car-reciprocity/?_ga=2.205652819.1141122787.1762781890-2035867277.1762781890,150.195.64.98,https://esc.arlo.co/,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/29.0 Chrome/136.0.0.0 Mobile Safari/537.36"
"2025-11-10 05:57:29",/tcs,https://www.esc.org/program/traffic-control-supervisor/,66.249.68.32,,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.122 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
"2025-11-10 06:02:13",/program/forklift/pdf-instructor-kit,/program/forklift/instructor-training/,104.196.163.46,https://www.esc.org,"WPMU DEV Broken Link Checker Local Engine"
"2025-11-10 06:23:06",/program/pilot-car/texas/,https://www.esc.org/texas-pilot-car-certification-and-training/,104.190.25.61,https://workzonesafety.org/,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36"
